"","ID","StateProv","StationName"
"1792","USW00094240 ","WA"," QUILLAYUTE AP                 "
"1793","USW00094248 ","WA"," RENTON MUNI AP                "
"1794","USW00094261 ","OR"," PORTLAND-HILLSBORO AP         "
"1795","USW00094263 ","WA"," BREMERTON                     "
"1796","USW00094266 ","WA"," PORT ANGELES FAIRCHILD INTL AP"
"1797","USW00094273 ","OR"," MCMINNVILLE MUNI AP           "
"1798","USW00094274 ","WA"," TACOMA NARROWS AP             "
"1799","USW00094276 ","WA"," FRIDAY HARBOR AP              "
"1800","USW00094281 ","OR"," AURORA STATE AP               "
"1801","USW00094285 ","OR"," LAKEVIEW LAKE CO AP           "
"1802","USW00094290 ","WA"," SEATTLE SAND PT WFO           "
"1803","USW00094297 ","WA"," COUPEVILLE NOLF               "
"1804","USW00094298 ","WA"," VANCOUVER PEARSON AP          "
"1805","USW00094299 ","CA"," ALTURAS MUNI AP               "
"1806","USW00094623 ","ME"," WISCASSET AP                  "
"1807","USW00094624 ","MA"," CHATHAM MUNI AP               "
"1808","USW00094626 ","ME"," GREENVILLE MAINE FORESTRY SVC "
"1809","USW00094644 ","ME"," OLD TOWN 2 W                  "
"1810","USW00094645 ","ME"," LIMESTONE 4 NNW               "
"1811","USW00094700 ","NH"," BERLIN MUNI AP                "
"1812","USW00094701 ","MA"," BOSTON CITY WSO               "
"1813","USW00094702 ","CT"," IGOR I SIKORSKY MEM AP        "
"1814","USW00094704 ","NY"," DANSVILLE MUNI AP             "
"1815","USW00094705 ","VT"," MONTPELIER AP                 "
"1816","USW00094720 ","MA"," HYANNIS BARNSTABLE MUNI AP    "
"1817","USW00094723 ","MA"," LAWRENCE MUNI AP              "
"1818","USW00094724 ","MA"," VINEYARD HAVEN MARTHAS VINEYAR"
"1819","USW00094725 ","NY"," MASSENA INTL AP               "
"1820","USW00094726 ","MA"," NEW BEDFORD MUNI AP           "
"1821","USW00094728 ","NY"," NY CITY CNTRL PARK            "
"1822","USW00094732 ","PA"," NE PHILA AP                   "
"1823","USW00094733 ","NY"," PLATTSBURGH CLINTON CO AP     "
"1824","USW00094737 ","VT"," RUTLAND STATE AP              "
"1825","USW00094740 ","NY"," SARANAC LK ADIRONDACK RGNL AP "
"1826","USW00094741 ","NJ"," TETERBORO AP                  "
"1827","USW00094745 ","NY"," WESTCHESTER CO AP             "
"1828","USW00094746 ","MA"," WORCESTER                     "
"1829","USW00094765 ","NH"," LEBANON MUNI AP               "
"1830","USW00094789 ","NY"," JFK INTL AP                   "
"1831","USW00094790 ","NY"," WATERTOWN AP                  "
"1832","USW00094793 ","RI"," BLOCK ISLAND STATE AP         "
"1833","USW00094794 ","NY"," UTICA ONEIDA CO AP            "
"1834","USW00094811 ","WI"," MADISON TRUAX                 "
"1835","USW00094814 ","MI"," HOUGHTON LAKE ROSCOMMON CO AP "
"1836","USW00094815 ","MI"," KALAMAZOO BATTLE CREEK INTL AP"
"1837","USW00094817 ","MI"," PONTIAC OAKLAND CO INTL AP    "
"1838","USW00094818 ","WI"," RACINE BATTEN AP              "
"1839","USW00094822 ","IL"," ROCKFORD GTR ROCKFORD AP      "
"1840","USW00094823 ","PA"," PITTSBURGH ASOS               "
"1841","USW00094824 ","MI"," KINROSS AFB                   "
"1842","USW00094830 ","OH"," TOLEDO EXPRESS AP             "
"1843","USW00094833 ","IN"," PERU GRISSOM AFB              "
"1844","USW00094836 ","MI"," GWINN K I SAWYER AFB          "
"1845","USW00094846 ","IL"," CHICAGO OHARE INTL AP         "
"1846","USW00094847 ","MI"," DETROIT METRO AP              "
"1847","USW00094849 ","MI"," ALPENA CO RGNL AP             "
"1848","USW00094850 ","MI"," MARQUETTE                     "
"1849","USW00094853 ","MI"," ESCANABA DELTA CO AP          "
"1850","USW00094855 ","WI"," OSHKOSH WITTMAN RGNL AP       "
"1851","USW00094860 ","MI"," GRAND RAPIDS                  "
"1852","USW00094868 ","PA"," FRANKLIN                      "
"1853","USW00094870 ","IL"," CHAMPAIGN URBANA WILLARD AP   "
"1854","USW00094871 ","MI"," BENTON HARBOR                 "
"1855","USW00094889 ","MI"," ANN ARBOR MUNI AP             "
"1856","USW00094892 ","IL"," CHICAGO W CHICAGO DUPAGE AP   "
"1857","USW00094893 ","MI"," IRON MTN FORD AP              "
"1858","USW00094895 ","IN"," MUNCIE DELAWARE CO AP         "
"1859","USW00094897 ","WI"," MANITOWOC                     "
"1860","USW00094898 ","MI"," PORT HOPE                     "
"1861","USW00094899 ","MI"," COPPER HARBOR                 "
"1862","USW00094902 ","SD"," BROOKINGS                     "
"1863","USW00094908 ","IA"," DUBUQUE RGNL AP               "
"1864","USW00094909 ","MN"," DULUTH WILIAMSON JOH          "
"1865","USW00094910 ","IA"," WATERLOO MUNI AP              "
"1866","USW00094911 ","SD"," YANKTON 2 E                   "
"1867","USW00094918 ","NE"," OMAHA "
"1868","USW00094925 ","ND"," GRAND FORKS AF                "
"1869","USW00094929 ","WI"," ASHLAND KENNEDY MEM AP        "
"1870","USW00094930 ","WI"," VOLK FLD ANG                  "
"1871","USW00094931 ","MN"," HIBBING CHISHOLM HIBBING AP   "
"1872","USW00094933 ","IA"," FT DODGE OZARK AIRLINES       "
"1873","USW00094938 ","MN"," BRAINERD CROW WING CO AP      "
"1874","USW00094940 ","WI"," SPARTA FT MCCOY               "
"1875","USW00094943 ","SD"," CHAMBERLAIN MUNI AP           "
"1876","USW00094946 ","NE"," BROKEN BOW MUNI AP            "
"1877","USW00094948 ","MN"," FAIRMONT MUNI AP              "
"1878","USW00094949 ","NE"," HASTINGS MUNI AP              "
"1879","USW00094950 ","SD"," MITCHELL AP                   "
"1880","USW00094951 ","NE"," COLUMBUS                      "
"1881","USW00094957 ","NE"," FALLS CITY BRENNER FLD        "
"1882","USW00094958 ","NE"," ORD EVELYN SHARP FLD          "
"1883","USW00094960 ","MN"," MINNEAPOLIS CRYSTAL AP        "
"1884","USW00094961 ","MN"," BAUDETTE INTL AP              "
"1885","USW00094963 ","MN"," MINNEAPOLIS FLYING CLOUD AP   "
"1886","USW00094967 ","MN"," PARK RAPIDS MUNI AP           "
"1887","USW00094971 ","IA"," ESTHERVILLE MUNI AP           "
"1888","USW00094973 ","WI"," HAYWARD MUNI AP               "
"1889","USW00094976 ","MN"," MARSHALL RYAN FLD             "
"1890","USW00094978 ","NE"," TEKAMAH MUNI AP               "
"1891","USW00094982 ","IA"," DAVENPORT                     "
"1892","USW00094985 ","WI"," MARSHFIELD MUNI AP            "
"1893","USW00094988 ","IA"," MARSHALLTOWN MUNI AP          "
"1894","USW00094989 ","IA"," AMES MUNI AP                  "
"1895","USW00094990 ","SD"," WINNER WILEY FLD              "
"1896","USW00094991 ","IA"," LAMONI MUNI AP                "
"1897","USW00094992 ","MN"," GRAND MARAIS                  "
"1898","USW00094993 ","SD"," SISSETON MUNI AP              "
"1899","USW00094994 ","WI"," BOSCOBEL AP                   "
"1900","USW00094995 ","NE"," LINCOLN 8 ENE                 "
"1901","USW00094996 ","NE"," LINCOLN 11 SW                 "
"1902","USW00096404 ","AK"," TOK 70 SE                     "
"1903","USW00096405 ","AK"," CORDOVA 14 ESE                "
"1904","USW00096406 ","AK"," RUBY 44 ESE                   "
"1905","USW00096407 ","AK"," SELAWIK 28 E                  "
"1906","USW00096408 ","AK"," DENALI 27 N                   "
"1907","USW00096409 ","AK"," TOOLIK LAKE 5 ENE             "
